train_acc,train_loss,val_acc,val_loss
0.023,3.8476882,0.022151898734177215,3.8501318
0.021,3.849507,0.03563291139240507,3.8446007
0.027000000000000003,3.8390934,0.023544303797468354,3.8338804
0.026000000000000002,3.8230987,0.04651898734177214,3.803037
0.068,3.765863,0.09329113924050635,3.702607
